1,0.0,0.601265822785,1738
2,0.0,0.625144843569,1726
3,0.0,0.641773628938,1714
4,0.0,0.628084606345,1702
5,0.0,0.62426035503,1690
6,0.0,0.662097735399,1678
7,0.0,0.637454981993,1666
8,0.0,0.662031438936,1654
9,0.0,0.683313032887,1642
10,0.0,0.704294478528,1630
11,0.0,0.716934487021,1618
12,0.0,0.72602739726,1606
13,0.0,0.720828105395,1594
14,0.0,0.707332490518,1582
15,0.0,0.702547770701,1570
16,0.0,0.707317073171,1558
17,0.000646830530401,0.731391585761,1546
18,0.000652315720809,0.733028720627,1533
19,0.0,0.748026315789,1520
20,0.00132625994695,0.760956175299,1508
21,0.0,0.75234270415,1494
22,0.000674763832659,0.747467927076,1482
23,0.00136147038802,0.758691206544,1469
24,0.00137457044674,0.774260151411,1455
25,0.00138792505205,0.772063933287,1441
26,0.00140154169587,0.798596491228,1427
27,0.00283085633404,0.836053938964,1413
28,0.00286327845383,0.83776022972,1397
29,0.00289645184649,0.826434277415,1381
30,0.00366568914956,0.839587932303,1364
31,0.0022271714922,0.831101190476,1347
32,0.00225225225225,0.835214446953,1332
33,0.00227790432802,0.842465753425,1317
34,0.00307455803228,0.852737085582,1301
35,0.00233463035019,0.8751950078,1285
36,0.00236406619385,0.878357030016,1269
37,0.00239234449761,0.877697841727,1254
38,0.000807102502018,0.868336025848,1239
39,0.00571428571429,0.866995073892,1225
40,0.00497512437811,0.875,1206
41,0.000841750841751,0.877843302443,1188
42,0.00170212765957,0.887468030691,1175
43,0.00344827586207,0.900519031142,1160
44,0.00349344978166,0.916739702016,1145
45,0.0,0.921169176262,1129
46,0.00448028673835,0.926192619262,1116
47,0.00090991810737,0.932604735883,1099
48,0.00091407678245,0.936870997255,1094
49,0.000914913083257,0.944139194139,1093
50,0.000918273645546,0.953125,1089
51,0.00184331797235,0.957525392428,1085
52,0.000923361034164,0.961182994455,1083
53,0.0,0.969387755102,1078
54,0.00281425891182,0.977422389464,1066
55,0.0,0.980970504282,1051
56,0.00192492781521,0.981677917068,1039
57,0.0,0.983414634146,1025
58,0.000987166831194,0.98418972332,1013
59,0.0,0.986,1000
60,0.0,0.982793522267,988
61,0.0,0.984631147541,976
62,0.00103734439834,0.984423676012,964
63,0.00105152471083,0.986315789474,951
64,0.00106609808102,0.987193169691,938
65,0.00108108108108,0.987012987013,925
66,0.00109649122807,0.987925356751,912
67,0.00111234705228,0.987750556793,899
68,0.0,0.987584650113,886
69,0.00114416475973,0.988545246277,874
70,0.0,0.987224157956,861
71,0.0,0.987043580683,849
72,0.00119474313023,0.989234449761,837
73,0.0,0.98786407767,824
74,0.0012315270936,0.990135635018,812
75,0.0,0.989987484355,799
76,0.0,0.989834815756,787
77,0.0,0.989677419355,775
78,0.0,0.989515072084,763
79,0.00133155792277,0.992,751
80,0.0,0.990514905149,738
81,0.0,0.990358126722,726
82,0.00140056022409,0.992987377279,714
83,0.00142653352354,0.994285714286,701
84,0.00145348837209,0.997088791849,688
85,0.0,0.997037037037,675
86,0.00150829562594,0.998489425982,663
87,0.0,0.998484848485,660
88,0.0,0.998484848485,660
89,0.0,0.998459167951,649
90,0.00156985871272,1.0,637
91,0.0,1.0,624
92,0.0,1.0,612
93,0.0,1.0,600
94,0.0,1.0,588
95,0.0,1.0,576
96,0.0,1.0,564
97,0.0,1.0,552
98,0.0,1.0,540
99,0.0,1.0,528
100,0.0,1.0,516
